BKKB50436300                  ,20,GP,1,1,1
BKKB51044600                  ,40,GP,1,1,1
BKKB51164900                  ,20,GP,1,1,1
BKKB51378900                  ,20,GP,1,1,1
BKKB52602700                  ,20,GP,1,1,1
BKKB53673900                  ,40,GP,1,1,1
BKKB53714500                  ,20,GP,1,1,1
BKKB54283700                  ,20,GP,1,1,1
BKKB54473800                  ,20,GP,1,1,1
BKKB56709500                  ,20,GP,7,7,7
BKKB57298900                  ,20,GP,1,1,1
BKKB57298900                  ,40,HC,2,2,2
BKKB58043500                  ,40,GP,1,1,1
BKKB58370800                  ,20,GP,2,2,2
BKKB58378900                  ,20,GP,2,2,2
BKKB58388300                  ,20,GP,10,10,10
BKKB58392500                  ,20,GP,2,2,2
BKKB58408300                  ,20,GP,1,1,1
BKKB58411400                  ,20,GP,5,5,5
BKKB58442800                  ,20,GP,3,3,3
BKKB58465600                  ,20,GP,1,1,1
BKKB58468900                  ,20,GP,3,3,3
BKKB58485800                  ,20,GP,6,6,6
BKKB58494800                  ,20,GP,3,3,3
BKKB58661400                  ,40,HC,1,1,1
BKKB38090500                  ,20,GP,10,10,10
BKKB58538700                  ,20,GP,4,4,4
BKKB15785400                  ,20,GP,1,1,1
BKKB05454300                  ,20,GP,1,1,1
BKKAV9500900                  ,40,HC,3,3,3
BKKB19186300                  ,20,GP,1,1,1
BKKB35055300                  ,40,HC,4,4,4
BKKB60405700                  ,40,HC,1,1,1
BKKB60415800                  ,40,HC,3,3,3
BKKAV8984300                  ,20,GP,1,1,1
BKKB05427300                  ,20,GP,1,1,1
BKKB11629400                  ,40,GP,2,2,2
BKKB13758900                  ,40,RH,1,1,1
BKKB14550700                  ,20,GP,3,3,3
BKKB15049400                  ,20,GP,1,1,1
BKKB16015500                  ,40,GP,1,1,1
BKKB16710700                  ,20,GP,2,2,2
BKKB16884500                  ,20,GP,1,1,1
BKKB17308400                  ,20,GP,1,1,1
BKKB21047600                  ,20,GP,1,1,1
BKKB22400700                  ,20,GP,2,2,2
BKKB28394400                  ,20,GP,1,1,1
BKKB28547400                  ,40,HC,1,1,1
BKKB28965800                  ,20,GP,1,1,1
BKKB29072500                  ,20,GP,2,2,2
BKKB29558700                  ,20,GP,2,2,2
BKKB29860300                  ,20,GP,1,1,1
BKKB30349400                  ,20,GP,1,1,1
BKKB30413300                  ,20,GP,1,1,1
BKKB31647600                  ,20,GP,6,6,6
BKKB32028700                  ,20,GP,1,1,1
BKKB33920900                  ,40,HC,1,1,1
BKKB34304600                  ,40,HC,1,1,1
BKKB34352900                  ,20,GP,5,5,5
BKKB34648300                  ,20,GP,2,2,2
BKKB35844900                  ,20,GP,5,5,5
BKKB35849700                  ,20,GP,5,5,5
BKKB36139700                  ,20,GP,10,10,10
BKKB36938700                  ,20,GP,1,1,1
BKKB36938700                  ,40,HC,1,1,1
BKKB37151900                  ,20,GP,1,1,1
BKKB37345700                  ,20,GP,1,1,1
BKKB37615700                  ,40,GP,1,1,1
BKKB37635900                  ,20,GP,1,1,1
BKKB37663300                  ,20,GP,1,1,1
BKKB38182700                  ,20,GP,1,1,1
BKKB38205300                  ,20,GP,1,1,1
BKKB38205300                  ,40,HC,3,3,3
BKKB40979700                  ,20,GP,1,1,1
BKKB41358600                  ,40,GP,3,3,3
BKKB42578400                  ,20,GP,1,1,1
BKKB43533300                  ,20,GP,1,1,1
BKKB44704400                  ,20,GP,1,1,1
BKKB45642600                  ,20,GP,1,1,1
BKKB45668700                  ,20,GP,2,2,2
BKKB45668700                  ,40,GP,1,1,1
BKKB45674400                  ,20,GP,1,1,1
BKKB45892600                  ,20,GP,1,1,1
BKKB46009400                  ,40,HC,3,3,3
BKKB47302800                  ,40,GP,1,1,1
BKKB47327800                  ,40,GP,2,2,2
BKKB47786300                  ,20,GP,2,2,2
BKKB48191800                  ,20,GP,1,1,1
BKKB48315600                  ,20,GP,2,2,2
BKKB49176500                  ,40,HC,4,4,4
BKKB53894700                  ,20,GP,1,1,1
BKKB53894700                  ,40,GP,1,1,1
BKKB53955500                  ,20,GP,5,5,5
BKKB55291700                  ,20,GP,1,1,1
BKKB55771300                  ,20,GP,1,1,1
BKKB55798500                  ,40,GP,1,1,1
BKKB56432500                  ,40,HC,1,1,1
BKKB59271900                  ,40,HC,1,1,1
BKKB59820900                  ,40,HC,1,1,1
BKKB60097700                  ,40,HC,2,2,2
BKKB60567900                  ,40,HC,3,3,3
BKKB60568300                  ,20,GP,1,1,1
BKKB60568300                  ,40,HC,2,2,2
BKKB60749400                  ,40,HC,1,1,1
BKKAV7725900                  ,40,HC,1,1,1
BKKAV9376600                  ,20,GP,1,1,1
BKKAW1733300                  ,40,HC,1,1,1
BKKB00224700                  ,40,GP,1,1,1
BKKB00572600                  ,40,HC,1,1,1
BKKB01913600                  ,20,GP,1,1,1
BKKB07291400                  ,40,GP,1,1,1
BKKB07517500                  ,40,GP,1,1,1
BKKB07603800                  ,20,GP,1,1,1
BKKB09244400                  ,40,GP,1,1,1
BKKB09359400                  ,20,GP,1,1,1
BKKB09440900                  ,45,HC,1,1,1
BKKB09441300                  ,45,HC,1,1,1
BKKB09442400                  ,45,HC,1,1,1
BKKB10203500                  ,20,GP,1,1,1
BKKB12572900                  ,20,GP,8,8,8
BKKB12576600                  ,20,GP,1,1,1
BKKB13746600                  ,40,RH,1,1,1
BKKB14288800                  ,20,GP,1,1,1
BKKB14542800                  ,40,HC,1,1,1
BKKB15804300                  ,20,GP,1,1,1
BKKB16073900                  ,20,GP,1,1,1
BKKB16127900                  ,20,GP,1,1,1
BKKB16211300                  ,20,GP,1,1,1
BKKB16762700                  ,20,GP,4,4,4
BKKB17426500                  ,20,GP,1,1,1
BKKB20706700                  ,20,GP,1,1,1
BKKB22513500                  ,40,RH,1,1,1
BKKB22982800                  ,20,GP,1,1,1
BKKB23137800                  ,20,GP,2,2,2
BKKB23563400                  ,40,GP,3,3,3
BKKB24289300                  ,40,HC,1,1,1
BKKB24304500                  ,40,HC,10,10,10
BKKB24591600                  ,20,GP,1,1,1
BKKB24861600                  ,40,HC,1,1,1
BKKB24919300                  ,20,GP,4,4,4
BKKB25159700                  ,40,HC,1,1,1
BKKB25224700                  ,40,GP,2,2,2
BKKB26720900                  ,40,HC,1,1,1
BKKB26726800                  ,40,HC,1,1,1
BKKB28549600                  ,20,GP,1,1,1
BKKB28852300                  ,40,HC,1,1,1
BKKB28875800                  ,40,GP,1,1,1
BKKB29421300                  ,20,GP,3,3,3
BKKB29486700                  ,20,GP,1,1,1
BKKB29537400                  ,20,GP,2,2,2
BKKB29631600                  ,20,GP,1,1,1
BKKB30405400                  ,20,GP,1,1,1
BKKB30478700                  ,40,GP,1,1,1
BKKB30621400                  ,20,GP,1,1,1
BKKB30961400                  ,40,HC,1,1,1
BKKB31307600                  ,20,GP,1,1,1
BKKB31593600                  ,40,RH,1,1,1
BKKB31657700                  ,20,GP,1,1,1
BKKB31692600                  ,20,GP,20,20,20
BKKB31698500                  ,20,GP,1,1,1
BKKB32005900                  ,20,GP,1,1,1
BKKB32005900                  ,40,HC,1,1,1
BKKB32299300                  ,20,GP,1,1,1
BKKB32314500                  ,40,GP,1,1,1
BKKB32318900                  ,20,GP,1,1,1
BKKB32495800                  ,20,GP,1,1,1
BKKB32631700                  ,20,GP,1,1,1
BKKB32631700                  ,40,GP,1,1,1
BKKB34436500                  ,40,GP,1,1,1
BKKB34477300                  ,20,GP,1,1,1
BKKB34943800                  ,20,GP,2,2,2
BKKB35189400                  ,20,GP,1,1,1
BKKB35440800                  ,20,GP,1,1,1
BKKB37108400                  ,20,GP,1,1,1
BKKB37529400                  ,20,GP,1,1,1
BKKB37578800                  ,20,GP,1,1,1
BKKB37598300                  ,20,GP,1,1,1
BKKB37688300                  ,20,GP,1,1,1
BKKB37996500                  ,40,GP,3,3,3
BKKB38049900                  ,40,HC,1,1,1
BKKB38124300                  ,20,GP,2,2,2
BKKB38225500                  ,20,GP,1,1,1
BKKB38823900                  ,40,GP,1,1,1
BKKB38869500                  ,40,RH,1,1,1
BKKB39206500                  ,20,GP,1,1,1
BKKB39345900                  ,20,GP,1,1,1
BKKB39367600                  ,20,GP,1,1,1
BKKB39450600                  ,40,HC,1,1,1
BKKB39772600                  ,20,GP,1,1,1
BKKB39848300                  ,20,GP,1,1,1
BKKB39939400                  ,20,GP,1,1,1
BKKB40005800                  ,40,GP,2,2,2
BKKB40333500                  ,20,GP,1,1,1
BKKB40386600                  ,20,GP,1,1,1
BKKB40599500                  ,20,GP,1,1,1
BKKB40600900                  ,20,GP,1,1,1
BKKB41500900                  ,20,GP,1,1,1
BKKB42034500                  ,40,GP,2,2,2
BKKB42884400                  ,40,GP,1,1,1
BKKB43148500                  ,20,GP,8,8,8
BKKB43160600                  ,40,HC,2,2,2
BKKB43897900                  ,40,GP,1,1,1
BKKB43940500                  ,20,GP,1,1,1
BKKB44185700                  ,20,RF,1,1,1
BKKB44197300                  ,40,HC,1,1,1
BKKB44385900                  ,20,GP,1,1,1
BKKB44448900                  ,20,GP,14,14,14
BKKB44858700                  ,40,GP,1,1,1
BKKB45762900                  ,20,GP,1,1,1
BKKB45765500                  ,20,GP,1,1,1
BKKB45906900                  ,20,GP,1,1,1
BKKB45958900                  ,20,GP,1,1,1
BKKB46141800                  ,40,GP,1,1,1
BKKB46381700                  ,40,HC,1,1,1
BKKB46662900                  ,20,GP,1,1,1
BKKB46905900                  ,20,GP,1,1,1
BKKB47195400                  ,20,GP,1,1,1
BKKB47448500                  ,20,GP,10,10,10
BKKB47486700                  ,20,GP,1,1,1
BKKB48206500                  ,40,HC,1,1,1
BKKB48233500                  ,40,RH,1,1,1
BKKB48470800                  ,20,GP,1,1,1
BKKB48588400                  ,20,GP,1,1,1
BKKB48618500                  ,40,GP,1,1,1
BKKB50426900                  ,20,GP,1,1,1
BKKB50618500                  ,20,RF,1,1,1
BKKB52249700                  ,40,HC,1,1,1
BKKB53017800                  ,40,HC,1,1,1
BKKB53017800                  ,20,GP,1,1,1
BKKB53085600                  ,20,GP,2,2,2
BKKB53924800                  ,20,GP,1,1,1
BKKB53965600                  ,40,GP,1,1,1
BKKB54080900                  ,20,GP,1,1,1
BKKB54625700                  ,45,HC,1,1,1
BKKB55579900                  ,20,GP,1,1,1
BKKB55606700                  ,40,GP,1,1,1
BKKB56942400                  ,40,GP,1,1,1
BKKB57149400                  ,40,GP,1,1,1
BKKB58165300                  ,20,GP,1,1,1
BKKB58182900                  ,20,GP,1,1,1
BKKB43863900                  ,40,GP,1,1,1
LCBB02971700                  ,20,GP,1,1,1
LCBB02971700                  ,40,GP,4,4,4
LCBB05101900                  ,20,GP,1,1,1
BKKB30964700                  ,20,GP,2,2,2
BKKB55167900                  ,20,GP,1,1,1
BKKB55167900                  ,40,HC,1,1,1
BKKB61303500                  ,20,GP,2,2,2
BKKB61304600                  ,20,GP,1,1,1
BKKB61304600                  ,40,HC,1,1,1
21080007S005                  ,20,GP,50,50,50
21080007S005                  ,40,GP,10,10,10
BKKAV3277700                  ,20,GP,1,1,1
BKKB03698400                  ,20,GP,1,1,1
BKKB03698400                  ,40,HC,2,2,2
BKKB32281800                  ,40,HC,5,5,5
BKKB36904700                  ,20,GP,1,1,1
BKKB37326600                  ,40,HC,3,3,3
BKKB37924300                  ,20,GP,1,1,1
BKKB38174800                  ,40,HC,2,2,2
BKKB59344300                  ,40,HC,2,2,2
BKKB60685300                  ,40,GP,1,1,1
BKKB60687500                  ,40,GP,1,1,1
BKKB61154900                  ,20,GP,1,1,1
BKKB26896900                  ,40,HC,1,1,1
BKKB28438300                  ,40,HC,1,1,1
BKKB33840300                  ,40,HC,1,1,1
BKKB44445600                  ,20,GP,14,14,14
BKKB56220700                  ,20,GP,2,2,2
BKKB60494800                  ,20,GP,1,1,1
BKKAV7375300                  ,40,HC,1,1,1
BKKAV9544300                  ,40,HC,4,4,4
BKKB02049700                  ,40,HC,4,4,4
BKKB06825600                  ,20,GP,1,1,1
BKKB06825600                  ,40,HC,1,1,1
BKKB08079900                  ,40,HC,6,6,6
BKKB26899500                  ,40,HC,1,1,1
BKKB30640500                  ,20,GP,1,1,1
BKKB38975300                  ,40,GP,1,1,1
BKKB38975300                  ,40,HC,3,3,3
BKKB47222900                  ,40,HC,1,1,1
BKKB47222900                  ,20,GP,1,1,1
BKKB47712600                  ,40,HC,6,6,6
BKKB47712600                  ,20,GP,1,1,1
BKKB54126300                  ,40,HC,3,3,3
BKKB55166800                  ,40,HC,1,1,1
BKKB61790800                  ,40,HC,5,5,5
BKKB61946400                  ,20,GP,1,1,1
21080017S001                  ,20,GP,16,16,16
BKKB35604300                  ,20,GP,3,3,3
BKKB37743900                  ,40,HC,1,1,1
BKKB50415700                  ,40,HC,1,1,1
BKKB55333400                  ,40,HC,2,2,2
BKKB57629700                  ,40,GP,1,1,1
BKKB59577400                  ,40,GP,1,1,1
BKKB60337400                  ,40,HC,2,2,2
BKKB60624300                  ,40,HC,1,1,1
BKKB61869800                  ,40,HC,1,1,1
BKKB61871800                  ,40,HC,1,1,1
BKKB61875500                  ,40,HC,1,1,1
BKKB62174500                  ,40,HC,1,1,1
BKKB62307300                  ,40,GP,1,1,1
BKKB34819300                  ,45,HC,1,1,1
BKKB52927300                  ,40,GP,2,2,2
BKKB60434900                  ,20,GP,3,3,3
BKKB61636700                  ,40,HC,1,1,1
BKKB61907800                  ,40,HC,4,4,4
BKKB62028300                  ,40,HC,1,1,1
BKKB62392700                  ,20,GP,10,10,10
BKKB54326500                  ,20,GP,1,1,1
BKKB54326500                  ,40,GP,2,2,2
BKKB54326500                  ,40,HC,1,1,1
BKKB58701600                  ,40,RH,2,2,2
BKKB61639300                  ,40,HC,1,1,1
BKKB62485300                  ,45,HC,1,1,1
BKKB08156500                  ,40,HC,3,3,3
BKKB62893600                  ,40,HC,1,1,1
BKKB62945400                  ,40,HC,2,2,2
BKKB26124700                  ,40,HC,1,1,1
BKKB28455900                  ,40,HC,1,1,1
BKKB30521300                  ,40,HC,1,1,1
BKKB31643900                  ,40,GP,1,1,1
BKKB33300800                  ,40,HC,1,1,1
BKKB33302300                  ,40,HC,3,3,3
BKKB33350600                  ,40,HC,2,2,2
BKKB34482600                  ,20,GP,1,1,1
BKKB34482600                  ,40,HC,2,2,2
BKKB35304700                  ,20,GP,1,1,1
BKKB35304700                  ,40,HC,2,2,2
BKKB35651500                  ,40,HC,1,1,1
BKKB35813500                  ,40,HC,3,3,3
BKKB36406400                  ,40,HC,1,1,1
BKKB36410600                  ,40,HC,1,1,1
BKKB37408700                  ,40,HC,1,1,1
BKKB37413300                  ,40,HC,1,1,1
BKKB37966900                  ,40,HC,1,1,1
BKKB39185400                  ,40,HC,1,1,1
BKKB39254800                  ,40,GP,1,1,1
BKKB39259600                  ,40,GP,1,1,1
BKKB41239400                  ,40,GP,1,1,1
BKKB42624300                  ,40,HC,2,2,2
BKKB43105500                  ,40,HC,2,2,2
BKKB43934800                  ,40,GP,1,1,1
BKKB49020700                  ,40,HC,1,1,1
BKKB49021800                  ,40,HC,1,1,1
BKKB50869600                  ,40,HC,2,2,2
BKKB51649300                  ,40,HC,1,1,1
BKKB52130300                  ,40,HC,1,1,1
BKKB53984700                  ,40,HC,1,1,1
LCBB03379300                  ,40,HC,2,2,2
LCBB04079800                  ,40,HC,2,2,2
BKKB32305500                  ,40,HC,2,2,2
BKKB35041500                  ,40,HC,2,2,2
BKKB52116700                  ,20,GP,2,2,2
BKKB52116700                  ,40,GP,2,2,2
BKKB62008800                  ,20,GP,2,2,2
BKKB62078800                  ,40,GP,1,1,1
BKKB62698900                  ,40,HC,1,1,1
21080023S004                  ,20,GP,90,90,90
BKKB03964700                  ,20,GP,1,1,1
BKKB63477500                  ,20,GP,1,1,1
21080025S001                  ,20,GP,60,60,60
BKKB10788900                  ,40,HC,1,1,1
BKKB61168700                  ,40,HC,1,1,1
BKKB61754800                  ,20,GP,2,2,2
BKKB62192500                  ,20,GP,1,1,1
BKKB63479700                  ,40,HC,1,1,1
BKKB63566400                  ,20,GP,4,4,4
BKKB63607700                  ,40,GP,1,1,1
BKKB30390700                  ,40,HC,1,1,1
BKKB33396900                  ,40,HC,1,1,1
BKKB33484700                  ,40,HC,4,4,4
BKKB36662800                  ,40,HC,2,2,2
BKKB37747600                  ,40,HC,1,1,1
BKKB37948900                  ,40,HC,1,1,1
BKKB38343600                  ,40,HC,1,1,1
BKKB44530800                  ,40,HC,1,1,1
BKKB45219600                  ,40,HC,2,2,2
BKKB47916500                  ,20,GP,1,1,1
LCBB07043900                  ,20,GP,2,2,2
BKKB02790300                  ,20,GP,1,1,1
BKKB05943600                  ,40,HC,1,1,1
BKKB10208300                  ,40,RH,1,1,1
BKKB10211400                  ,40,RH,1,1,1
BKKB10213600                  ,40,RH,1,1,1
BKKB10216900                  ,40,RH,1,1,1
BKKB11037400                  ,40,RH,1,1,1
BKKB12716900                  ,40,GP,1,1,1
BKKB25642400                  ,40,HC,1,1,1
BKKB26053800                  ,40,HC,1,1,1
BKKB26833700                  ,40,HC,1,1,1
BKKB27128500                  ,20,GP,1,1,1
BKKB29133300                  ,20,GP,2,2,2
BKKB29329300                  ,20,GP,1,1,1
BKKB32079600                  ,20,GP,11,11,11
BKKB33962800                  ,40,HC,8,8,8
BKKB34014400                  ,40,HC,1,1,1
BKKB34119300                  ,40,RH,1,1,1
BKKB34120900                  ,40,RH,1,1,1
BKKB34121300                  ,40,RH,1,1,1
BKKB34122400                  ,40,RH,1,1,1
BKKB34123500                  ,40,RH,1,1,1
BKKB34129400                  ,40,RH,1,1,1
BKKB34132500                  ,40,RH,1,1,1
BKKB34134700                  ,40,RH,1,1,1
BKKB34177700                  ,40,RH,1,1,1
BKKB34180800                  ,40,RH,1,1,1
BKKB34182300                  ,40,RH,1,1,1
BKKB35737300                  ,20,GP,10,10,10
BKKB37302700                  ,20,GP,1,1,1
BKKB37302700                  ,40,HC,12,12,12
BKKB37827500                  ,40,HC,2,2,2
BKKB38188600                  ,40,HC,4,4,4
BKKB38397800                  ,40,GP,1,1,1
BKKB38519400                  ,40,HC,12,12,12
BKKB38545300                  ,20,GP,1,1,1
BKKB38545300                  ,40,HC,2,2,2
BKKB38598400                  ,40,HC,1,1,1
BKKB38603500                  ,20,GP,1,1,1
BKKB38609400                  ,20,GP,5,5,5
BKKB38647600                  ,40,GP,1,1,1
BKKB39001500                  ,40,HC,1,1,1
BKKB40335700                  ,40,RH,1,1,1
BKKB40339400                  ,40,RH,1,1,1
BKKB40342500                  ,40,HC,5,5,5
BKKB40395600                  ,40,HC,7,7,7
BKKB40540500                  ,20,GP,5,5,5
BKKB42559300                  ,40,RH,1,1,1
BKKB42561300                  ,40,RH,1,1,1
BKKB42593800                  ,40,RH,1,1,1
BKKB44261900                  ,40,HC,2,2,2
BKKB44956600                  ,40,HC,1,1,1
BKKB45442400                  ,45,HC,4,4,4
BKKB47726400                  ,20,GP,4,4,4
BKKB48561900                  ,20,GP,10,10,10
BKKB49491500                  ,40,HC,2,2,2
BKKB49676300                  ,20,RF,1,1,1
BKKB51823400                  ,20,GP,4,4,4
BKKB54647400                  ,40,HC,4,4,4
BKKB55537300                  ,40,GP,2,2,2
BKKB56347300                  ,40,GP,1,1,1
BKKB59734600                  ,40,HC,1,1,1
BKKB60183300                  ,40,GP,1,1,1
BKKB62157600                  ,20,GP,2,2,2
BKKB62299600                  ,40,HC,5,5,5
BKKB62378400                  ,40,GP,1,1,1
BKKB63750600                  ,20,GP,1,1,1
BKKB37544800                  ,40,GP,1,1,1
BKKB63523400                  ,40,HC,1,1,1
BKKB64003500                  ,20,RF,1,1,1
BKKB64003500                  ,40,RH,1,1,1
BKKB64131700                  ,40,HC,2,2,2
BKKB15477900                  ,20,GP,1,1,1
BKKB62046300                  ,20,GP,4,4,4
BKKB63928600                  ,40,GP,1,1,1
BKKB31499400                  ,40,GP,1,1,1
BKKB31510900                  ,40,GP,1,1,1
BKKB55119600                  ,40,RH,1,1,1
21080037S001                  ,40,FL,2,2,2
BKKAU0694600                  ,40,HC,1,1,1
BKKB50382300                  ,40,HC,1,1,1
BKKB60258600                  ,20,GP,1,1,1
BKKB61791900                  ,20,GP,3,3,3
BKKB64739700                  ,40,HC,2,2,2
BKKB64746500                  ,40,HC,1,1,1
BKKB61568400                  ,20,GP,3,3,3
BKKB39700400                  ,40,GP,2,2,2
BKKB51579500                  ,20,GP,1,1,1
BKKB55702400                  ,40,RH,1,1,1
BKKB64010300                  ,20,GP,1,1,1
BKKB64010300                  ,40,HC,4,4,4
BKKB65229900                  ,40,HC,1,1,1
BKKB08824700                  ,40,GP,1,1,1
BKKB62868800                  ,20,GP,1,1,1
BKKB64973700                  ,20,GP,2,2,2
BKKB35920400                  ,20,GP,1,1,1
BKKB62264500                  ,20,GP,8,8,8
21080042S001                  ,20,GP,1,1,1
BKKB51919300                  ,20,GP,1,1,1
BKKB56708400                  ,20,GP,1,1,1
BKKB62079900                  ,40,HC,1,1,1
BKKB23204300                  ,20,GP,2,2,2
BKKB30397700                  ,20,GP,1,1,1
BKKB36007800                  ,20,GP,1,1,1
BKKB66130800                  ,40,HC,1,1,1
BKKB66465500                  ,20,GP,1,1,1
BKKB66465500                  ,40,HC,4,4,4
21080011S002                  ,45,HC,1,1,1
21080011S002                  ,20,GP,30,30,30
21080011S002                  ,40,GP,5,5,5
21080011S002                  ,40,HC,1,1,1
21080043S002                  ,20,FL,1,1,1
BKKB30295400                  ,20,GP,1,1,1
BKKB65802600                  ,40,HC,2,2,2
BKKB44071800                  ,20,GP,1,1,1
BKKB23733300                  ,20,GP,1,1,1
BKKB29211700                  ,20,GP,2,2,2
BKKB54986300                  ,20,GP,1,1,1
BKKB66794300                  ,20,GP,1,1,1
BKKB03373800                  ,40,GP,1,1,1
BKKB11180300                  ,20,GP,1,1,1
BKKB13288700                  ,40,GP,1,1,1
BKKB23778500                  ,40,HC,1,1,1
BKKB24374500                  ,20,GP,1,1,1
BKKB24663600                  ,20,GP,1,1,1
BKKB29382900                  ,20,GP,2,2,2
BKKB31054500                  ,20,GP,2,2,2
BKKB32697500                  ,40,HC,1,1,1
BKKB33397300                  ,40,HC,11,11,11
